id;nom;nom_de_famille;prenom;sexe;date_naissance;num_deptmt;parti_ratt_financier;profession;place_en_hemicycle;nb_mandats;nb_mois;semaines_presence;semaines_presence_moyenne_mensuelle;commission_presences;commission_presences_moyenne_mensuelle;commission_interventions;commission_interventions_moyenne_mensuelle;hemicycle_interventions;hemicycle_interventions_moyenne_mensuelle;hemicycle_interventions_courtes;hemicycle_interventions_courtes_moyenne_mensuelle;amendements_proposes;amendements_proposes_moyenne_mensuelle;amendements_signes;amendements_signes_moyenne_mensuelle;amendements_adoptes;amendements_adoptes_moyenne_mensuelle;rapports;rapports_moyenne_mensuelle;propositions_ecrites;propositions_ecrites_moyenne_mensuelle;propositions_signees;propositions_signees_moyenne_mensuelle;questions_ecrites;questions_ecrites_moyenne_mensuelle;questions_orales;questions_orales_moyenne_mensuelle
420;Isabelle Bruneau;Bruneau;Isabelle;F;1966-03-26;36;Parti socialiste;Enseignante en sciences économiques et sociales;570;2;47;123;2.62;188;4;60;1.28;28;0.6;6;0.13;27;0.57;1502;31.96;229;4.87;6;0.13;2;0.04;85;1.81;47;1;4;0.09
143;Marie-George Buffet;Buffet;Marie-George;F;1949-05-07;93;Parti communiste Français;Employée;593;2;47;154;3.28;204;4.34;356;7.57;666;14.17;510;10.85;496;10.55;4512;96;217;4.62;7;0.15;23;0.49;107;2.28;73;1.55;33;0.7
581;Gwenegan Bui;Bui;Gwenegan;H;1974-07-27;29;Parti socialiste;Chargé de mission de l'établissement public foncier de Bretagne;464;2;35;121;3.46;223;6.37;94;2.69;89;2.54;58;1.66;13;0.37;694;19.83;139;3.97;7;0.2;0;0;53;1.51;82;2.34;6;0.17
430;Sabine Buis;Buis;Sabine;F;1970-09-15;7;Parti socialiste;Professeur du secondaire;611;2;47;123;2.62;209;4.45;399;8.49;251;5.34;224;4.77;338;7.19;850;18.09;352;7.49;8;0.17;0;0;77;1.64;103;2.19;11;0.23
407;Jean-Claude Buisine;Buisine;Jean-Claude;H;1947-06-14;80;Parti socialiste;Retraité de la fonction publique;578;2;47;159;3.38;331;7.04;82;1.74;45;0.96;70;1.49;69;1.47;614;13.06;170;3.62;3;0.06;0;0;87;1.85;313;6.66;14;0.3
545;Sylviane Bulteau;Bulteau;Sylviane;F;1964-04-21;85;Parti socialiste;Assistante sociale;568;2;47;130;2.77;212;4.51;179;3.81;107;2.28;47;1;41;0.87;609;12.96;300;6.38;1;0.02;0;0;64;1.36;51;1.09;10;0.21
570;Vincent Burroni;Burroni;Vincent;H;1947-10-01;13;Parti socialiste;Chimiste;488;3;47;107;2.28;155;3.3;3;0.06;21;0.45;7;0.15;23;0.49;1162;24.72;303;6.45;0;0;0;0;82;1.74;37;0.79;2;0.04
263;Dominique Bussereau;Bussereau;Dominique;H;1952-07-13;17;Les Républicains;Conseil en entreprises;178;2;47;125;2.66;136;2.89;105;2.23;71;1.51;166;3.53;97;2.06;2158;45.91;89;1.89;1;0.02;2;0.04;47;1;66;1.4;8;0.17
503;Alain Calmette;Calmette;Alain;H;1957-11-30;15;Parti socialiste;Fonctionnaire de catégorie A;555;2;47;154;3.28;229;4.87;69;1.47;156;3.32;26;0.55;71;1.51;495;10.53;161;3.43;7;0.15;1;0.02;72;1.53;61;1.3;8;0.17
101;Jean-Christophe Cambadélis;Cambadélis;Jean-Christophe;H;1951-08-14;75;Parti socialiste;Conseiller en communication;424;1;47;53;1.13;26;0.55;0;0;35;0.74;107;2.28;0;0;8;0.17;5;0.11;0;0;0;0;52;1.11;54;1.15;0;0
158;Jean-Jacques Candelier;Candelier;Jean-Jacques;H;1945-03-07;59;Parti communiste Français;Cadre A de la fonction publique territoriale;586;2;47;134;2.85;248;5.28;252;5.36;392;8.34;145;3.09;305;6.49;4296;91.4;193;4.11;1;0.02;60;1.28;134;2.85;3433;73.04;33;0.7
396;Colette Capdevielle;Capdevielle;Colette;F;1958-10-14;64;Parti socialiste;Avocate;486;2;47;153;3.26;255;5.43;392;8.34;561;11.94;332;7.06;460;9.79;2117;45.04;617;13.13;8;0.17;0;0;65;1.38;107;2.28;7;0.15
519;Yann Capet;Capet;Yann;H;1975-12-31;62;Parti socialiste;Fonctionnaire de catégorie A;482;2;47;127;2.7;194;4.13;23;0.49;33;0.7;12;0.26;4;0.09;632;13.45;129;2.74;0;0;0;0;62;1.32;66;1.4;9;0.19
296;Christophe Caresche;Caresche;Christophe;H;1960-09-02;75;Parti socialiste;Avocat;371;1;47;179;3.81;430;9.15;564;12;548;11.66;637;13.55;429;9.13;904;19.23;251;5.34;26;0.55;6;0.13;52;1.11;1;0.02;8;0.17
491;Marie-Arlette Carlotti;Carlotti;Marie-Arlette;F;1952-01-21;13;Parti socialiste;DRH Aéronautique;257;2;30;60;2;72;2.4;4;0.13;5;0.17;8;0.27;19;0.63;494;16.47;216;7.2;0;0;0;0;48;1.6;24;0.8;3;0.1
553;Jean-Noël Carpentier;Carpentier;Jean-Noël;H;1969-12-09;95;Parti radical de gauche;Cadre du secteur privé;277;2;47;134;2.85;169;3.6;174;3.7;250;5.32;98;2.09;245;5.21;3144;66.89;372;7.91;1;0.02;11;0.23;38;0.81;63;1.34;19;0.4
226;Olivier Carré;Carré;Olivier;H;1961-03-16;45;Les Républicains;Chef d'entreprise;63;2;47;116;2.47;244;5.19;748;15.91;169;3.6;265;5.64;150;3.19;2408;51.23;89;1.89;3;0.06;0;0;23;0.49;23;0.49;3;0.06
588;Fanélie Carrey-Conte;Carrey-Conte;Fanélie;F;1980-05-16;75;Parti socialiste;Cadre du secteur privé;640;4;41;144;3.51;242;5.9;226;5.51;375;9.15;94;2.29;272;6.63;2222;54.2;578;14.1;3;0.07;0;0;58;1.41;22;0.54;1;0.02
152;Gilles Carrez;Carrez;Gilles;H;1948-08-29;94;Les Républicains;Fonctionnaire de l'État en disponibilité;176;2;47;169;3.6;489;10.4;3114;66.26;1893;40.28;1146;24.38;381;8.11;2518;53.57;129;2.74;2;0.04;1;0.02;25;0.53;15;0.32;7;0.15
41;Martine Carrillon-Couvreur;Carrillon-Couvreur;Martine;F;1948-03-21;58;Parti socialiste;Directrice d'un institut médico-éducatif;415;2;47;130;2.77;231;4.91;329;7;120;2.55;39;0.83;76;1.62;1255;26.7;485;10.32;3;0.06;0;0;66;1.4;76;1.62;10;0.21
529;Patrice Carvalho;Carvalho;Patrice;H;1952-11-15;60;Parti communiste Français;Auditeur responsable en environnement,en hygiène industrielle et en sécurité;585;2;47;131;2.79;203;4.32;318;6.77;426;9.06;203;4.32;323;6.87;4318;91.87;208;4.43;3;0.06;4;0.09;109;2.32;209;4.45;32;0.68
472;Christophe Castaner;Castaner;Christophe;H;1966-01-03;4;Parti socialiste;Autre profession;376;2;47;114;2.43;223;4.74;332;7.06;319;6.79;181;3.85;85;1.81;1288;27.4;811;17.26;9;0.19;1;0.02;59;1.26;92;1.96;10;0.21
197;Laurent Cathala;Cathala;Laurent;H;1945-09-21;94;Parti socialiste;Cadre hospitalier;353;2;47;56;1.19;60;1.28;1;0.02;13;0.28;19;0.4;7;0.15;29;0.62;12;0.26;0;0;0;0;62;1.32;51;1.09;1;0.02
437;Jean-Yves Caullet;Caullet;Jean-Yves;H;1957-02-08;89;Parti socialiste;Préfet , Ingénieur agronome , Ingénieur du génie rural des eaux et forêts;507;2;47;168;3.57;414;8.81;718;15.28;221;4.7;288;6.13;296;6.3;845;17.98;369;7.85;4;0.09;0;0;68;1.45;2;0.04;8;0.17
454;Christophe Cavard;Cavard;Christophe;H;1970-02-19;30;Parti socialiste;Educateur;281;2;47;120;2.55;202;4.3;444;9.45;512;10.89;121;2.57;469;9.98;6375;135.64;758;16.13;1;0.02;0;0;59;1.26;17;0.36;16;0.34
282;Yves Censi;Censi;Yves;H;1964-02-08;12;Les Républicains;Ingénieur conseil;174;2;47;148;3.15;117;2.49;109;2.32;263;5.6;783;16.66;117;2.49;2621;55.77;83;1.77;5;0.11;2;0.04;60;1.28;76;1.62;12;0.26
400;Nathalie Chabanne;Chabanne;Nathalie;F;1973-01-03;64;Parti socialiste;Fonctionnaire de catégorie A;565;1;47;127;2.7;198;4.21;83;1.77;32;0.68;5;0.11;70;1.49;1389;29.55;155;3.3;5;0.11;1;0.02;56;1.19;61;1.3;2;0.04
442;Ary Chalus;Chalus;Ary;H;1961-12-06;971;Guadeloupe Unie Socialisme et Réalité;Agent EDF;290;2;47;58;1.23;69;1.47;46;0.98;121;2.57;42;0.89;54;1.15;3145;66.91;388;8.26;0;0;0;0;31;0.66;17;0.36;33;0.7
265;Guy Chambefort;Chambefort;Guy;H;1944-10-14;3;Parti socialiste;Retraité de l'enseignement;380;3;47;118;2.51;207;4.4;23;0.49;0;0;5;0.11;0;0;20;0.43;11;0.23;2;0.04;0;0;62;1.32;25;0.53;0;0
77;Jean-Paul Chanteguet;Chanteguet;Jean-Paul;H;1949-12-09;36;Parti socialiste;Conseiller économique;418;2;47;179;3.81;481;10.23;2239;47.64;249;5.3;192;4.09;594;12.64;1148;24.43;550;11.7;7;0.15;4;0.09;76;1.62;32;0.68;7;0.15
496;Marie-Anne Chapdelaine;Chapdelaine;Marie-Anne;F;1962-03-20;35;Parti socialiste;Agent technique et technicienne;440;2;47;171;3.64;358;7.62;414;8.81;593;12.62;837;17.81;291;6.19;2819;59.98;1298;27.62;6;0.13;0;0;79;1.68;66;1.4;15;0.32
260;Gérard Charasse;Charasse;Gérard;H;1944-03-26;3;Parti radical de gauche;Chargé de mission d'inspection de l'enseignement technique retraité;270;2;47;138;2.94;175;3.72;22;0.47;103;2.19;89;1.89;20;0.43;3174;67.53;398;8.47;0;0;2;0.04;40;0.85;69;1.47;21;0.45
477;Gaby Charroux;Charroux;Gaby;H;1942-06-25;13;Parti communiste Français;Retraité de l'enseignement;584;2;47;136;2.89;152;3.23;50;1.06;425;9.04;162;3.45;269;5.72;4346;92.47;200;4.26;4;0.09;7;0.15;110;2.34;17;0.36;40;0.85
17;Jérôme Chartier;Chartier;Jérôme;H;1966-11-14;95;Les Républicains;Ancien associé gérant;85;3;47;106;2.26;131;2.79;83;1.77;242;5.15;149;3.17;15;0.32;2869;61.04;94;2;2;0.04;1;0.02;80;1.7;0;0;9;0.19
225;André Chassaigne;Chassaigne;André;H;1950-07-02;63;Parti communiste Français;Principal de collège;587;2;47;170;3.62;260;5.53;637;13.55;2813;59.85;1906;40.55;1611;34.28;4654;99.02;252;5.36;11;0.23;24;0.51;114;2.43;523;11.13;41;0.87
218;Luc Chatel;Chatel;Luc;H;1964-08-15;52;Les Républicains;Directeur des ressources humaines;90;2;47;106;2.26;121;2.57;179;3.81;153;3.26;59;1.26;74;1.57;2122;45.15;65;1.38;2;0.04;2;0.04;108;2.3;238;5.06;13;0.28
364;Guy-Michel Chauveau;Chauveau;Guy-Michel;H;1944-09-25;72;Parti socialiste;Professeur;560;2;47;148;3.15;308;6.55;67;1.43;36;0.77;86;1.83;7;0.15;245;5.21;46;0.98;5;0.11;0;0;51;1.09;5;0.11;5;0.11
575;Dominique Chauvel;Chauvel;Dominique;F;1958-02-15;76;Non rattaché;Autre profession;398;2;47;88;1.87;100;2.13;5;0.11;8;0.17;0;0;1;0.02;719;15.3;207;4.4;0;0;0;0;56;1.19;60;1.28;4;0.09
543;Pascal Cherki;Cherki;Pascal;H;1966-09-01;75;Parti socialiste;Sans profession declaree;374;2;47;145;3.09;206;4.38;235;5;670;14.26;734;15.62;605;12.87;2284;48.6;311;6.62;0;0;0;0;72;1.53;104;2.21;4;0.09
34;Gérard Cherpion;Cherpion;Gérard;H;1948-03-15;88;Les Républicains;Pharmacien;114;2;47;154;3.28;261;5.55;482;10.26;727;15.47;570;12.13;682;14.51;3354;71.36;124;2.64;5;0.11;1;0.02;114;2.43;41;0.87;21;0.45
376;Guillaume Chevrollier;Chevrollier;Guillaume;H;1974-10-27;53;Les Républicains;Directeur de programme immobilier;43;2;47;176;3.74;496;10.55;334;7.11;477;10.15;108;2.3;178;3.79;3104;66.04;90;1.91;4;0.09;3;0.06;111;2.36;578;12.3;31;0.66
562;Alain Chrétien;Chrétien;Alain;H;1975-03-17;70;Les Républicains;Cadre du secteur public;56;2;47;141;3;178;3.79;118;2.51;486;10.34;1187;25.26;148;3.15;2899;61.68;82;1.74;1;0.02;9;0.19;284;6.04;211;4.49;16;0.34
76;Jean-Louis Christ;Christ;Jean-Louis;H;1951-01-24;68;Les Républicains;Chef d'entreprise;138;2;47;125;2.66;141;3;28;0.6;24;0.51;37;0.79;73;1.55;2847;60.57;81;1.72;1;0.02;4;0.09;189;4.02;302;6.43;7;0.15
279;Dino Cinieri;Cinieri;Dino;H;1955-07-09;42;Les Républicains;Consultant sécurité;116;2;47;157;3.34;321;6.83;365;7.77;605;12.87;428;9.11;1058;22.51;7052;150.04;208;4.43;1;0.02;12;0.26;260;5.53;374;7.96;27;0.57
448;Jean-David Ciot;Ciot;Jean-David;H;1967-05-01;13;Parti socialiste;Auditeur financier;392;2;47;89;1.89;128;2.72;69;1.47;94;2;51;1.09;169;3.6;384;8.17;66;1.4;3;0.06;2;0.04;50;1.06;92;1.96;4;0.09
50;Éric Ciotti;Ciotti;Éric;H;1965-09-28;6;Les Républicains;Sans profession declaree;196;2;47;154;3.28;211;4.49;309;6.57;933;19.85;674;14.34;771;16.4;3506;74.6;95;2.02;10;0.21;33;0.7;176;3.74;875;18.62;22;0.47
92;Alain Claeys;Claeys;Alain;H;1948-08-25;86;Parti socialiste;Enseignant;346;2;47;117;2.49;227;4.83;1091;23.21;91;1.94;52;1.11;37;0.79;154;3.28;104;2.21;13;0.28;1;0.02;72;1.53;8;0.17;2;0.04
622;Stéphane Claireaux;Claireaux;Stéphane;H;1964-06-23;975;Cap sur l'avenir;Chef d'entreprise;296;1;27;33;1.22;34;1.26;46;1.7;129;4.78;57;2.11;44;1.63;2532;93.78;299;11.07;0;0;0;0;18;0.67;0;0;5;0.19
2;Jean-Michel Clément;Clément;Jean-Michel;H;1954-10-31;86;Parti socialiste;Avocat;263;2;47;145;3.09;241;5.13;255;5.43;225;4.79;109;2.32;491;10.45;1427;30.36;658;14;13;0.28;0;0;71;1.51;73;1.55;6;0.13
235;Marie-Françoise Clergeau;Clergeau;Marie-Françoise;F;1948-05-02;44;Parti socialiste;Retraitée cadre bancaire;416;3;47;142;3.02;219;4.66;186;3.96;290;6.17;436;9.28;115;2.45;919;19.55;494;10.51;18;0.38;0;0;67;1.43;37;0.79;12;0.26
291;Philippe Cochet;Cochet;Philippe;H;1961-05-23;69;Les Républicains;Gérant de société;146;3;47;141;3;141;3;82;1.74;116;2.47;445;9.47;143;3.04;2724;57.96;75;1.6;3;0.06;1;0.02;173;3.68;169;3.6;11;0.23
621;Romain Colas;Colas;Romain;H;1979-11-22;91;Parti socialiste;Cadre d'entreprise;473;2;27;85;3.15;156;5.78;126;4.67;185;6.85;176;6.52;246;9.11;734;27.19;336;12.44;6;0.22;0;0;55;2.04;58;2.15;14;0.52
514;Gilbert Collard;Collard;Gilbert;H;1948-02-03;30;Front National;Avocat;66;2;47;132;2.81;114;2.43;53;1.13;218;4.64;136;2.89;343;7.3;775;16.49;1;0.02;0;0;30;0.64;44;0.94;242;5.15;7;0.15
627;David Comet;Comet;David;H;1973-07-25;16;Parti socialiste;Assistant parlementaire;621;1;17;49;2.88;121;7.12;20;1.18;9;0.53;0;0;4;0.24;25;1.47;8;0.47;0;0;0;0;36;2.12;3;0.18;5;0.29
121;Jean-François Copé;Copé;Jean-François;H;1964-05-05;77;Les Républicains;Administrateur civil et avocat;181;2;47;90;1.91;63;1.34;1;0.02;187;3.98;107;2.28;15;0.32;2028;43.15;63;1.34;0;0;2;0.04;26;0.55;1;0.02;6;0.13
566;Philip Cordery;Cordery;Philip;H;1966-04-17;999;Parti socialiste;Cadre du secteur privé;539;1;47;151;3.21;284;6.04;238;5.06;219;4.66;216;4.6;198;4.21;1123;23.89;445;9.47;17;0.36;3;0.06;68;1.45;47;1;15;0.32
38;François Cornut-Gentille;Cornut-Gentille;François;H;1958-05-22;52;Les Républicains;Cadre d'entreprise;94;2;47;135;2.87;199;4.23;88;1.87;21;0.45;15;0.32;1;0.02;2057;43.77;76;1.62;10;0.21;0;0;25;0.53;443;9.43;2;0.04
438;Sergio Coronado;Coronado;Sergio;H;1970-05-13;999;Europe Écologie Les Verts;Profession rattachée à l'enseignement;302;1;47;139;2.96;217;4.62;633;13.47;1158;24.64;515;10.96;1738;36.98;7435;158.19;919;19.55;1;0.02;2;0.04;55;1.17;93;1.98;21;0.45
418;Valérie Corre;Corre;Valérie;F;1967-05-17;45;Parti socialiste;Cadre supérieur du secteur privé;602;1;47;141;3;212;4.51;306;6.51;305;6.49;176;3.74;70;1.49;1433;30.49;895;19.04;5;0.11;0;0;65;1.38;58;1.23;9;0.19
609;Jean-Louis Costes;Costes;Jean-Louis;H;1963-08-23;47;Les Républicains;Fonctionnaire territorial;44;2;37;98;2.65;175;4.73;77;2.08;115;3.11;33;0.89;60;1.62;2463;66.57;89;2.41;1;0.03;0;0;94;2.54;30;0.81;15;0.41
414;Jean-Jacques Cottel;Cottel;Jean-Jacques;H;1953-07-17;62;Parti socialiste;Retraité de l'enseignement;405;2;47;163;3.47;318;6.77;163;3.47;93;1.98;40;0.85;282;6;1508;32.09;353;7.51;1;0.02;0;0;67;1.43;35;0.74;12;0.26
6;Charles de Courson;Courson (de);Charles;H;1952-04-02;51;Association PSLE - Nouveau centre;Magistrat à la Cour des comptes (conseiller référendaire de première classe);295;3;47;179;3.81;416;8.85;3539;75.3;3208;68.26;2009;42.74;2376;50.55;5399;114.87;244;5.19;6;0.13;0;0;36;0.77;69;1.47;35;0.74
97;Édouard Courtial;Courtial;Édouard;H;1973-06-28;60;Les Républicains;Consultant;41;2;47;94;2;102;2.17;3;0.06;49;1.04;9;0.19;64;1.36;3714;79.02;114;2.43;1;0.02;11;0.23;240;5.11;163;3.47;13;0.28
273;Catherine Coutelle;Coutelle;Catherine;F;1945-04-02;86;Parti socialiste;Retraitée de l'enseignement;258;1;47;155;3.3;374;7.96;2049;43.6;430;9.15;1116;23.74;338;7.19;991;21.09;366;7.79;21;0.45;1;0.02;69;1.47;14;0.3;8;0.17
75;Jean-Michel Couve;Couve;Jean-Michel;H;1940-01-03;83;Les Républicains;Cardiologue;171;2;47;102;2.17;113;2.4;9;0.19;2;0.04;4;0.09;3;0.06;3306;70.34;98;2.09;0;0;0;0;278;5.91;6;0.13;1;0.02
343;Jacques Cresta;Cresta;Jacques;H;1955-02-16;66;Parti socialiste;Cadre du secteur privé;533;2;47;127;2.7;209;4.45;48;1.02;44;0.94;9;0.19;20;0.43;1084;23.06;229;4.87;6;0.13;0;0;72;1.53;1356;28.85;10;0.21
133;Pascale Crozon;Crozon;Pascale;F;1944-05-29;69;Parti socialiste;Chargée de mission - Ancienne déléguée régionale chargée des droits des femmes;260;2;47;118;2.51;197;4.19;254;5.4;170;3.62;165;3.51;166;3.53;1192;25.36;351;7.47;5;0.11;0;0;78;1.66;74;1.57;6;0.13
267;Frédéric Cuvillier;Cuvillier;Frédéric;H;1968-12-09;62;Parti socialiste;Professeur de faculté;581;2;26;36;1.38;37;1.42;2;0.08;22;0.85;23;0.88;6;0.23;62;2.38;7;0.27;0;0;0;0;46;1.77;134;5.15;3;0.12
599;Carlos Da Silva;Da Silva;Carlos;H;1974-11-16;91;Parti socialiste;Professeur des écoles;471;2;43;81;1.88;90;2.09;90;2.09;431;10.02;247;5.74;212;4.93;457;10.63;178;4.14;6;0.14;0;0;51;1.19;50;1.16;8;0.19
391;Seybah Dagoma;Dagoma;Seybah;F;1978-06-09;75;Parti socialiste;Avocate;426;3;47;143;3.04;237;5.04;140;2.98;63;1.34;28;0.6;26;0.55;507;10.79;214;4.55;12;0.26;3;0.06;68;1.45;62;1.32;17;0.36
247;Marie-Christine Dalloz;Dalloz;Marie-Christine;F;1958-01-10;39;Les Républicains;Sans profession declaree;105;2;47;174;3.7;434;9.23;896;19.06;1625;34.57;2513;53.47;1338;28.47;6096;129.7;214;4.55;7;0.15;6;0.13;229;4.87;298;6.34;24;0.51
528;Yves Daniel;Daniel;Yves;H;1954-07-31;44;Parti socialiste;Agriculteur-propriétaire exploitant;626;2;47;170;3.62;393;8.36;200;4.26;104;2.21;23;0.49;106;2.26;1290;27.45;297;6.32;5;0.11;2;0.04;81;1.72;168;3.57;11;0.23
641;Karine Daniel;Daniel;Karine;F;1974-06-22;44;Parti socialiste;Économiste;401;1;9;34;3.78;53;5.89;22;2.44;14;1.56;1;0.11;10;1.11;88;9.78;17;1.89;1;0.11;0;0;17;1.89;13;1.44;4;0.44
382;Gérald Darmanin;Darmanin;Gérald;H;1982-10-11;59;Les Républicains;Cadre supérieur du secteur privé;44;3;35;95;2.71;99;2.83;125;3.57;613;17.51;1051;30.03;457;13.06;2789;79.69;68;1.94;2;0.06;10;0.29;139;3.97;914;26.11;18;0.51
239;Olivier Dassault;Dassault;Olivier;H;1951-06-01;60;Les Républicains;Président de sociétés;100;1;47;66;1.4;67;1.43;10;0.21;84;1.79;16;0.34;58;1.23;3249;69.13;101;2.15;2;0.04;8;0.17;225;4.79;268;5.7;15;0.32
49;Marc-Philippe Daubresse;Daubresse;Marc-Philippe;H;1953-08-01;59;Les Républicains;Ancien directeur d'une société de recrutement;26;2;47;98;2.09;83;1.77;7;0.15;106;2.26;159;3.38;41;0.87;5268;112.09;163;3.47;1;0.02;0;0;319;6.79;50;1.06;12;0.26
268;Bernard Debré;Debré;Bernard;H;1944-09-30;75;Les Républicains;Chirurgien des hôpitaux, professeur des Universités;10;2;47;107;2.28;111;2.36;19;0.4;244;5.19;177;3.77;115;2.45;2485;52.87;72;1.53;0;0;4;0.09;56;1.19;40;0.85;10;0.21
120;Jean-Pierre Decool;Decool;Jean-Pierre;H;1952-10-19;59;Les Républicains;Professeur;35;2;47;127;2.7;168;3.57;87;1.85;203;4.32;61;1.3;670;14.26;8223;174.96;218;4.64;2;0.04;15;0.32;624;13.28;533;11.34;22;0.47
150;Bernard Deflesselles;Deflesselles;Bernard;H;1953-10-16;13;Les Républicains;Ingénieur;88;2;47;131;2.79;157;3.34;124;2.64;54;1.15;423;9;38;0.81;1910;40.64;61;1.3;8;0.17;0;0;134;2.85;42;0.89;1;0.02
619;Laurent Degallaix;Degallaix;Laurent;H;1965-09-11;59;Union des Radicaux, Centristes, Indépendants et Démocrates;Cadre bancaire;210;2;28;56;2;46;1.64;24;0.86;42;1.5;8;0.29;15;0.54;2056;73.43;106;3.79;0;0;2;0.07;25;0.89;80;2.86;13;0.46
243;Lucien Degauchy;Degauchy;Lucien;H;1937-06-11;60;Les Républicains;Horticulteur;52;2;47;86;1.83;64;1.36;1;0.02;7;0.15;115;2.45;6;0.13;2684;57.11;86;1.83;0;0;5;0.11;248;5.28;398;8.47;4;0.09
108;Pascal Deguilhem;Deguilhem;Pascal;H;1956-02-09;24;Parti socialiste;Professeur d'Education physique (Université Bordeaux IV);264;3;47;134;2.85;181;3.85;81;1.72;59;1.26;141;3;11;0.23;292;6.21;111;2.36;3;0.06;0;0;64;1.36;23;0.49;5;0.11
141;Rémi Delatte;Delatte;Rémi;H;1956-06-09;21;Les Républicains;Agriculteur-propriétaire exploitant;198;2;47;146;3.11;222;4.72;143;3.04;72;1.53;65;1.38;204;4.34;3662;77.91;119;2.53;0;0;1;0.02;182;3.87;257;5.47;16;0.34
219;Michèle Delaunay;Delaunay;Michèle;F;1947-01-08;33;Parti socialiste;Médecin des hôpitaux;609;2;30;70;2.33;94;3.13;403;13.43;457;15.23;334;11.13;477;15.9;1038;34.6;617;20.57;8;0.27;0;0;51;1.7;157;5.23;3;0.1
583;Florence Delaunay;Delaunay;Florence;F;1956-06-12;40;Parti socialiste;Attachée territoriale;478;2;42;86;2.05;154;3.67;89;2.12;28;0.67;10;0.24;61;1.45;826;19.67;180;4.29;0;0;0;0;57;1.36;68;1.62;3;0.07
210;Guy Delcourt;Delcourt;Guy;H;1947-07-13;62;Parti socialiste;Retraité de la fonction publique territoriale;623;3;47;84;1.79;114;2.43;23;0.49;45;0.96;59;1.26;15;0.32;619;13.17;109;2.32;0;0;0;0;81;1.72;241;5.13;13;0.28
516;Carole Delga;Delga;Carole;F;1971-08-19;31;Parti socialiste;Fonctionnaire de catégorie A;509;2;37;74;2;116;3.14;44;1.19;89;2.41;72;1.95;98;2.65;590;15.95;197;5.32;3;0.08;0;0;57;1.54;62;1.68;7;0.19
635;Jacques Dellerie;Dellerie;Jacques;H;1947-01-28;76;Parti socialiste;Retraité du secteur privé;402;2;11;28;2.55;34;3.09;0;0;3;0.27;1;0.09;0;0;18;1.64;15;1.36;0;0;0;0;16;1.45;16;1.45;1;0.09
623;Pascal Demarthe;Demarthe;Pascal;H;1960-01-29;80;Parti socialiste;Professeur des écoles;479;2;25;78;3.12;160;6.4;39;1.56;45;1.8;7;0.28;9;0.36;603;24.12;211;8.44;1;0.04;0;0;47;1.88;19;0.76;10;0.4
232;Stéphane Demilly;Demilly;Stéphane;H;1963-06-26;80;Union des Radicaux, Centristes, Indépendants et Démocrates;Formateur en management;193;2;47;117;2.49;152;3.23;82;1.74;120;2.55;27;0.57;123;2.62;3951;84.06;198;4.21;1;0.02;2;0.04;87;1.85;500;10.64;29;0.62
540;Sébastien Denaja;Denaja;Sébastien;H;1979-01-14;34;Parti socialiste;Maître de conférences;472;2;47;145;3.09;210;4.47;631;13.43;1061;22.57;744;15.83;649;13.81;1096;23.32;665;14.15;13;0.28;1;0.02;59;1.26;60;1.28;9;0.19
375;Françoise Descamps-Crosnier;Descamps-Crosnier;Françoise;F;1955-10-13;78;Parti socialiste;Sans profession declaree;394;2;47;171;3.64;366;7.79;262;5.57;295;6.28;108;2.3;277;5.89;1266;26.94;646;13.74;2;0.04;0;0;66;1.4;12;0.26;18;0.38
457;Sophie Dessus;Dessus;Sophie;F;1955-09-24;19;Parti socialiste;Sans profession declaree;422;3;36;108;3;187;5.19;117;3.25;103;2.86;51;1.42;79;2.19;662;18.39;151;4.19;1;0.03;0;0;47;1.31;85;2.36;3;0.08
412;Jean-Louis Destans;Destans;Jean-Louis;H;1951-03-03;27;Parti socialiste;Grands corps de l'État;625;2;47;128;2.72;242;5.15;150;3.19;31;0.66;9;0.19;15;0.32;782;16.64;281;5.98;6;0.13;0;0;74;1.57;47;1;5;0.11
142;Michel Destot;Destot;Michel;H;1946-09-02;38;Parti socialiste;Ingénieur;536;3;47;149;3.17;267;5.68;97;2.06;26;0.55;11;0.23;14;0.3;245;5.21;113;2.4;6;0.13;0;0;56;1.19;63;1.34;3;0.06
269;Patrick Devedjian;Devedjian;Patrick;H;1944-08-26;92;Les Républicains;Avocat;79;2;45;129;2.87;161;3.58;206;4.58;210;4.67;260;5.78;97;2.16;2094;46.53;66;1.47;0;0;0;0;29;0.64;8;0.18;2;0.04
236;Nicolas Dhuicq;Dhuicq;Nicolas;H;1960-11-29;10;Les Républicains;Psychiatre des hôpitaux;13;2;47;124;2.64;116;2.47;132;2.81;1187;25.26;847;18.02;452;9.62;5667;120.57;142;3.02;1;0.02;6;0.13;332;7.06;188;4;7;0.15
558;Sophie Dion;Dion;Sophie;F;1956-03-25;74;Les Républicains;Professeur de faculté;214;2;47;128;2.72;148;3.15;84;1.79;279;5.94;51;1.09;154;3.28;3050;64.89;116;2.47;2;0.04;3;0.06;107;2.28;65;1.38;11;0.23
637;Julien Dive;Dive;Julien;H;1985-05-21;2;Les Républicains;Chef de projet dans l'industrie;30;2;11;32;2.91;37;3.36;38;3.45;72;6.55;28;2.55;65;5.91;981;89.18;34;3.09;0;0;3;0.27;59;5.36;39;3.55;8;0.73
